Company,Current_Rater,Instruments,Rating,Latest_Rating_Date,Days_Since_Latest,Urgency,Is_INC,INC_Agencies,Amount_Cr,Data_Source,Sector,Also_in_Infomerics,Also_in_D365,INC_Status,Why_Target,ACER_Pitch
Sunalco Alloys Pvt. Ltd.,CARE,Non-government debt,BB-/A4,2026-02-25,118.0,MEDIUM,True,,135.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CARE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Waryam Steel Castings Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-02-25,118.0,MEDIUM,True,,5.00 | 8.10,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Yatin Steels India Pvt. Ltd.,ACUITE,Letter Of credit | Long term Loans,D,2026-02-25,118.0,MEDIUM,True,,89.00 | 250.50,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at ACUITE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Hariom Ingots & Power Pvt. Ltd.,ACUITE,Long term Loans,BB-,2026-02-26,117.0,MEDIUM,True,,4.77,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at ACUITE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Sun Metallics & Alloys Pvt. Ltd. [Merged],ICRA,Non-fund-based financial facility/instrument | Non-government debt,A 4,2026-02-26,117.0,MEDIUM,True,,11.50 | 0.50,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at ICRA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
J R Seamless Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2026-02-27,116.0,MEDIUM,True,,4.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at BRICKWORK went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Shalini Steels Pvt. Ltd.,CRISIL,Long term Loans,B,2026-02-27,116.0,MEDIUM,True,,4.50,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Shree Ram Sponge & Steels Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-02-27,116.0,MEDIUM,True,,3.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Vallabh Steels Ltd.,ACUITE | CRISIL,Letter Of credit | Long term Loans | Term loans,D,2026-04-23,116.0,MEDIUM,True,,26.50 | 4.80,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at ACUITE | CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Vijay Iron Foundry Pvt. Ltd.,CRISIL,Letter Of credit | Long term Loans,A 4,2026-02-28,115.0,MEDIUM,True,,7.00 | 6.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Zeal Metaliks Pvt. Ltd.,CRISIL,Term loans,B,2026-02-28,115.0,MEDIUM,True,,1.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Bothra Metals & Alloys Ltd.,ACUITE,Letter Of credit | Term loans,D,2026-03-02,113.0,MEDIUM,True,,35.00 | 1.61,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at ACUITE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Khayati Steel Inds. Ltd.,ACUITE | CARE,Bank Guarantee | Term loans,A 4+,2026-04-22,111.0,MEDIUM,True,,15.00 | 98.14,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at ACUITE | CARE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Airen Copper Pvt. Ltd.,CARE,Bank Guarantee,D,2026-03-05,110.0,MEDIUM,True,,24.75,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CARE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Maa Kali Alloys Udyog Pvt. Ltd.,BRICKWORK,Bank Guarantee | Term loans,A 4,2026-03-05,110.0,MEDIUM,True,,0.50 | 11.88,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at BRICKWORK went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Bajaj Steels & Inds. Ltd.,BRICKWORK,Term loans,D,2026-03-06,109.0,MEDIUM,True,,4.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at BRICKWORK went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Kisaan Steels Pvt. Ltd.,BRICKWORK,Bank Guarantee | Fund based financial facility/instrument,A 4,2026-03-06,109.0,MEDIUM,True,,0.40 | 1.10,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at BRICKWORK went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Jaideep Metallics & Alloys Pvt. Ltd.,CARE,Bank Guarantee | Letter Of credit | Term loans,A 4,2026-03-10,105.0,MEDIUM,True,,1.50 | 4.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CARE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Steeltech Resources Ltd.,BRICKWORK,Bank Guarantee | Letter Of credit,D,2026-03-11,104.0,MEDIUM,True,,1.50 | 56.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at BRICKWORK went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Accurate Steel Forgings (India) Ltd.,CRISIL,Term loans,B,2026-03-12,103.0,MEDIUM,True,,7.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
S M W Metal Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2026-03-12,103.0,MEDIUM,True,,30.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at BRICKWORK went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
V S Ferrous Enterprises Pvt. Ltd.,ICRA,Non-government debt,B+,2026-03-12,103.0,MEDIUM,True,,50.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at ICRA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Samrat Irons Pvt. Ltd.,CRISIL | IND-RA,Fund based financial facility/instrument | Non-government debt,BBB-,2026-04-02,102.0,MEDIUM,True,,85.00 | 94.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CRISIL | IND-RA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Ratnesh Metal Inds. Pvt. Ltd.,BRICKWORK,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit,A 4,2026-03-16,99.0,MEDIUM,True,,14.19 | 9.25,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at BRICKWORK went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Kiwi Alloys Ltd.,CRISIL,Long term Loans | Term loans,B,2026-03-17,98.0,MEDIUM,True,,1.75 | 1.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Glitter Metals Pvt. Ltd.,ICRA,Non-government debt,B+/A4,2026-03-18,97.0,MEDIUM,True,,10.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at ICRA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
A P L Metals Ltd.,ACUITE,Letter Of credit,D,2026-03-23,92.0,MEDIUM,True,,48.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at ACUITE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Maa Mahamaya Alloys Pvt. Ltd.,CARE,Bank Guarantee | Term loans,A 4,2026-03-25,90.0,MEDIUM,True,,50.71 | 6.79,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at CARE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Rajuri Steels & T M T Bars Pvt. Ltd.,ACUITE | CRISIL,Bank Guarantee | Long term Loans | Term loans,A 3,2026-04-10,90.0,MEDIUM,True,,55.00 | 73.45,D365,Steel & Metals,NO,N/A,INC,INC at  | 90-180 days — pre-renewal window,Your rating at ACUITE | CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Ajay Steel Casting Pvt. Ltd.,CRISIL,Term loans,B,2026-03-27,88.0,LOW,True,,2.00,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Pentagon Steels India Pvt. Ltd.,CRISIL,Letter Of credit | Term loans,A 4,2026-03-30,85.0,LOW,True,,1.50 | 4.27,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Sigma Metal & Power Pvt. Ltd.,CARE,Term loans,BB,2026-03-30,85.0,LOW,True,,50.00,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at CARE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Paul & Co. Steel Merchants Pvt. Ltd.,ACUITE,Fund based financial facility/instrument,B,2026-03-31,84.0,LOW,True,,15.00,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at ACUITE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Rathi Special Steels Ltd.,CARE,Term loans,BB+,2026-03-31,84.0,LOW,True,,7.70,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at CARE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Tarapur Environment Protection Society,CRISIL,Term loans,B,2026-03-31,84.0,LOW,True,,35.00,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Century Aluminium Mfg. Co. Ltd.,BRICKWORK,Bank Guarantee | Letter Of credit,D,2026-04-02,82.0,LOW,True,,15.00 | 57.50,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at BRICKWORK went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Harihara Metalloys Pvt. Ltd.,IND-RA,Non-government debt,B/A4,2026-04-02,82.0,LOW,True,,20.00,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at IND-RA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Raghuveer Metal Inds. Ltd.,IND-RA,Non-government debt,C/A4,2026-04-02,82.0,LOW,True,,13.00,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at IND-RA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Himalayan Rolling Steel Inds. Pvt. Ltd.,BRICKWORK,Term loans,D,2026-04-06,78.0,LOW,True,,82.62,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at BRICKWORK went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Biop Steels & Power Pvt. Ltd.,BRICKWORK,Bank Guarantee | Letter Of credit,A 4,2026-04-07,77.0,LOW,True,,1.00 | 3.00,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at BRICKWORK went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Venkateswara Steels & Springs (India) Pvt. Ltd.,ACUITE,Bank Guarantee | Term loans,A 4,2026-04-09,75.0,LOW,True,,0.15 | 3.86,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at ACUITE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Andhra Ferro Alloys Ltd.,ICRA,Non-fund-based financial facility/instrument | Non-government debt | Term loans,D,2026-04-10,74.0,LOW,True,,25.00 | 33.50,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at ICRA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Heavy Metals & Tubes Ltd.,CARE,Non-fund based working capital limit | Term loans,D,2026-04-10,74.0,LOW,True,,11.50 | 146.57,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at CARE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
J M Ferro Alloys Pvt. Ltd.,CARE,Letter Of credit,D,2026-04-10,74.0,LOW,True,,12.00,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at CARE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
B S Shakti Steel Pvt. Ltd.,CARE,Fund based financial facility/instrument | Letter Of credit | Term loans,B-,2026-04-13,71.0,LOW,True,,17.50 | 3.00,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at CARE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
B D Steels Pvt. Ltd.,ICRA,Non-fund-based financial facility/instrument,A 4,2026-04-17,67.0,LOW,True,,3.00,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at ICRA went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Greta Steels Pvt. Ltd.,ACUITE,Letter Of credit,D,2026-04-17,67.0,LOW,True,,15.00,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at ACUITE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Idcol Ferro Chrome & Alloys Ltd. [Merged],CARE,Bank Guarantee,A 4,2026-04-17,67.0,LOW,True,,1.50,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at CARE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Shri Veerganapathi Steels Pvt. Ltd.,ACUITE,Bank Guarantee | Letter Of credit,A 4,2026-04-17,67.0,LOW,True,,5.00 | 10.00,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at ACUITE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Vimla Fuels & Metals Ltd.,ACUITE,Letter Of credit | Long term Loans,D,2026-04-17,67.0,LOW,True,,25.00 | 46.75,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at ACUITE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Dmson'S Metal Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-20,64.0,LOW,True,,58.00,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Govind Steel Co. Ltd.,CRISIL,Fund based financial facility/instrument | Letter Of credit,B,2026-04-20,64.0,LOW,True,,7.00 | 3.00,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Hansco Iron & Steels Pvt. Ltd.,CRISIL,Letter Of credit | Long term Loans,A 4,2026-04-20,64.0,LOW,True,,3.00 | 4.00,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
International Steel Exchange Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-20,64.0,LOW,True,,2.00,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
North East Ferro Alloys Co. Pvt. Ltd.,CARE,Term loans,B-,2026-04-20,64.0,LOW,True,,0.95,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at CARE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Ankur Iron (India) Pvt. Ltd.,CRISIL,Letter Of credit | Long term Loans | Term loans,D,2026-04-21,63.0,LOW,True,,5.00 | 2.12,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Prayan Ispat & Steel Pvt. Ltd.,CARE,Letter Of credit | Term loans,D,2026-04-22,62.0,LOW,True,,1.50 | 0.09,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at CARE went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
G M Iron & Steel Co. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-23,61.0,LOW,True,,15.00,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Kesar Alloy & Metal Pvt. Ltd.,CRISIL,Fund based financial facility/instrument | Term loans,B,2026-04-23,61.0,LOW,True,,7.20 | 0.75,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
Masina Alloys Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-23,61.0,LOW,True,,1.50,D365,Steel & Metals,NO,N/A,INC,INC at ,Your rating at CRISIL went INC recently. ACER can step in with a fresh rating before your next instrument needs funding.
